id,tema,subtema,lugar,tono,es_ambiguo,motivo_ambiguedad,contiene_pii,es_disenso,es_duplicado,id_origen_duplicado
SEG-0078,presencia policial y municipal,rechazo a vigilancia punitiva,,negativo,0,,0,1,0,
SEG-0079,presencia policial y municipal,efectos adversos del control,,neutro,0,,0,1,0,
SEG-0080,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0081,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,mixto,0,,0,0,0,
SEG-0082,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,neutro,0,,0,0,0,
SEG-0083,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,negativo,0,,1,0,0,
SEG-0084,iluminación y espacio público,iluminación,,positivo,0,,0,0,0,
SEG-0085,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,0,0,0,
SEG-0086,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0087,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0088,hurtos y robos,hurtos,,negativo,0,,0,0,0,
SEG-0089,iluminación y espacio público,"oscuridad, incivilidades y robos",,negativo,1,"Combina iluminación, incivilidades, percepción de inseguridad y delitos sin una causa principal clara.",0,0,0,
SEG-0090,hurtos y robos,hurtos,,neutro,0,,0,0,0,
SEG-0091,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0092,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0093,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0094,incivilidades,incivilidades,,negativo,0,,0,0,0,
SEG-0095,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,negativo,0,,0,0,0,
SEG-0096,hurtos y robos,hurtos,,neutro,0,,0,0,0,
SEG-0097,incivilidades,incivilidades,,negativo,0,,0,0,0,
SEG-0098,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0099,presencia policial y municipal,presencia policial,,neutro,0,,1,0,0,
SEG-0100,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0101,iluminación y espacio público,iluminación,,positivo,0,,0,0,0,
SEG-0102,presencia policial y municipal,presencia policial,,mixto,0,,0,0,0,
SEG-0103,microtráfico y narco,microtráfico,villa El Sol,negativo,0,,0,0,0,
SEG-0104,microtráfico y narco,microtráfico,feria de los sábados,negativo,0,,0,0,0,
SEG-0105,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0106,otra,respuesta vacía o insuficiente,,neutro,0,,0,0,0,
SEG-0107,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0108,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,1,0,1,377
SEG-0109,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0110,hurtos y robos,hurtos,plaza Los Copihues,neutro,0,,0,0,0,
SEG-0111,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0112,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,neutro,0,,0,0,0,
SEG-0113,hurtos y robos,hurtos,paradero 14,neutro,0,,0,0,0,
SEG-0114,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0115,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0116,percepción de miedo e inseguridad,cuestionamiento de la percepción dominante,,neutro,0,,0,1,0,
SEG-0117,hurtos y robos,ironía sobre frecuencia de portonazos,,mixto,1,"La formulación irónica parece positiva, pero comunica una evaluación fuertemente negativa.",0,0,0,
SEG-0118,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,1,0,0,
SEG-0119,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,1,0,0,
SEG-0120,presencia policial y municipal,efectos adversos del control,,neutro,0,,0,1,0,
SEG-0121,presencia policial y municipal,cámaras y uso del espacio público,,mixto,1,"Evalúa positivamente la reducción de reuniones, pero critica la vigilancia y el deterioro de la convivencia.",0,0,0,
SEG-0122,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0123,otra,respuesta vacía o insuficiente,,neutro,0,,0,0,0,
SEG-0124,iluminación y espacio público,iluminación,,positivo,0,,0,0,0,
SEG-0125,incivilidades,incivilidades,,negativo,0,,0,0,0,
SEG-0126,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0127,hurtos y robos,hurtos,,neutro,0,,0,0,0,
SEG-0128,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0129,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0130,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0131,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0132,hurtos y robos,hurtos,,negativo,0,,0,0,0,
SEG-0133,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,negativo,0,,0,0,1,262
SEG-0134,presencia policial y municipal,rechazo a vigilancia punitiva,,negativo,0,,0,1,0,
SEG-0135,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0136,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,0,0,0,
SEG-0137,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0138,hurtos y robos,hurtos,,negativo,0,,0,0,0,
SEG-0139,iluminación y espacio público,iluminación,cancha del barrio,negativo,0,,0,0,0,
SEG-0140,incivilidades,incivilidades,,negativo,0,,1,0,0,
SEG-0141,microtráfico y narco,microtráfico,cancha del barrio,negativo,0,,0,0,0,
SEG-0142,hurtos y robos,ironía sobre frecuencia de portonazos,,mixto,1,"La formulación irónica parece positiva, pero comunica una evaluación fuertemente negativa.",0,0,0,
SEG-0143,microtráfico y narco,microtráfico,paradero 14,negativo,0,,0,0,0,
SEG-0144,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0145,iluminación y espacio público,iluminación,,positivo,0,,0,0,0,
SEG-0146,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,negativo,0,,0,0,0,
SEG-0147,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0148,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0149,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,neutro,0,,0,0,0,
SEG-0150,iluminación y espacio público,iluminación,,positivo,0,,1,0,0,
SEG-0151,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0152,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0153,otra,respuesta vacía o insuficiente,,neutro,0,,0,0,0,
SEG-0154,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0155,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0156,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,neutro,0,,0,0,0,
SEG-0157,hurtos y robos,ironía sobre frecuencia de portonazos,,mixto,1,"La formulación irónica parece positiva, pero comunica una evaluación fuertemente negativa.",0,0,0,
SEG-0158,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0159,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0160,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0161,microtráfico y narco,microtráfico,feria de los sábados,negativo,0,,0,0,0,
SEG-0162,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,0,0,0,
SEG-0163,presencia policial y municipal,rechazo a vigilancia punitiva,,negativo,0,,0,1,0,
SEG-0164,iluminación y espacio público,"oscuridad, incivilidades y robos",,negativo,1,"Combina iluminación, incivilidades, percepción de inseguridad y delitos sin una causa principal clara.",0,0,0,
SEG-0165,iluminación y espacio público,"oscuridad, incivilidades y robos",,negativo,1,"Combina iluminación, incivilidades, percepción de inseguridad y delitos sin una causa principal clara.",0,0,0,
SEG-0166,iluminación y espacio público,iluminación,feria de los sábados,negativo,0,,0,0,0,
SEG-0167,microtráfico y narco,microtráfico,plaza Los Copihues,negativo,0,,0,0,0,
SEG-0168,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,positivo,0,,0,0,0,
SEG-0169,iluminación y espacio público,iluminación,pasaje Las Lilas,negativo,0,,0,0,0,
SEG-0170,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0171,iluminación y espacio público,iluminación,,negativo,0,,0,0,1,140
SEG-0172,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0173,hurtos y robos,hurtos,,neutro,0,,0,0,0,
SEG-0174,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0175,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0176,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0177,iluminación y espacio público,"oscuridad, incivilidades y robos",,negativo,1,"Combina iluminación, incivilidades, percepción de inseguridad y delitos sin una causa principal clara.",0,0,0,
SEG-0178,presencia policial y municipal,presencia policial,,neutro,0,,0,0,1,338
SEG-0179,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0180,incivilidades,incivilidades,,negativo,0,,0,0,0,
SEG-0181,hurtos y robos,hurtos,feria de los sábados,neutro,0,,0,0,0,
SEG-0182,incivilidades,incivilidades,,negativo,0,,0,0,0,
SEG-0183,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,mixto,0,,0,0,0,
SEG-0184,presencia policial y municipal,efectos adversos del control,,neutro,0,,0,1,0,
SEG-0185,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0186,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,0,0,1,266
SEG-0187,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,neutro,0,,0,0,0,
SEG-0188,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,negativo,0,,1,0,0,
SEG-0189,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0190,iluminación y espacio público,iluminación,feria de los sábados,negativo,0,,0,0,0,
SEG-0191,incivilidades,incivilidades,,negativo,0,,0,0,0,
SEG-0192,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0193,iluminación y espacio público,iluminación,paradero 14,negativo,0,,0,0,0,
SEG-0194,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0195,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0196,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,0,0,0,
SEG-0197,microtráfico y narco,microtráfico,villa El Sol,negativo,0,,0,0,0,
SEG-0198,presencia policial y municipal,presencia policial,,mixto,0,,0,0,0,
SEG-0199,presencia policial y municipal,rechazo a vigilancia punitiva,,negativo,0,,0,1,0,
SEG-0200,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0201,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0202,hurtos y robos,hurtos,cancha del barrio,neutro,0,,0,0,0,
SEG-0203,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0204,presencia policial y municipal,cámaras y uso del espacio público,,mixto,1,"Evalúa positivamente la reducción de reuniones, pero critica la vigilancia y el deterioro de la convivencia.",0,0,0,
SEG-0205,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,0,0,0,
SEG-0206,presencia policial y municipal,rechazo a vigilancia punitiva,,negativo,0,,0,1,0,
SEG-0207,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0208,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,negativo,0,,0,0,0,
SEG-0209,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,negativo,0,,0,0,0,
SEG-0210,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,1,0,0,
SEG-0211,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0212,hurtos y robos,hurtos,,negativo,0,,0,0,0,
SEG-0213,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,0,0,0,
SEG-0214,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0215,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,positivo,0,,0,0,0,
SEG-0216,microtráfico y narco,microtráfico,feria de los sábados,negativo,0,,0,0,0,
SEG-0217,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0218,microtráfico y narco,microtráfico,feria de los sábados,negativo,0,,0,0,0,
SEG-0219,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0220,iluminación y espacio público,iluminación,paradero 14,negativo,0,,0,0,0,
SEG-0221,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,negativo,0,,0,0,0,
SEG-0222,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0223,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0224,presencia policial y municipal,presencia policial,,neutro,0,,1,0,1,80
SEG-0225,incivilidades,incivilidades,,negativo,0,,1,0,0,
SEG-0226,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0227,presencia policial y municipal,efectos adversos del control,,neutro,0,,0,1,0,
SEG-0228,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,0,0,0,
SEG-0229,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,neutro,0,,0,0,0,
SEG-0230,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,negativo,0,,0,0,0,
SEG-0231,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,0,0,0,
SEG-0232,otra,respuesta vacía o insuficiente,,neutro,0,,0,0,0,
SEG-0233,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0234,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0235,hurtos y robos,hurtos,,neutro,0,,0,0,0,
SEG-0236,hurtos y robos,hurtos,,neutro,0,,0,0,0,
SEG-0237,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,0,0,0,
SEG-0238,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,0,0,0,
SEG-0239,hurtos y robos,hurtos,paradero 14,neutro,0,,0,0,0,
SEG-0240,iluminación y espacio público,"oscuridad, incivilidades y robos",,negativo,1,"Combina iluminación, incivilidades, percepción de inseguridad y delitos sin una causa principal clara.",0,0,0,
SEG-0241,iluminación y espacio público,iluminación,cancha del barrio,negativo,0,,0,0,0,
SEG-0242,presencia policial y municipal,efectos adversos del control,,neutro,0,,0,1,0,
SEG-0243,presencia policial y municipal,rechazo a vigilancia punitiva,,negativo,0,,0,1,0,
SEG-0244,otra,respuesta vacía o insuficiente,,neutro,0,,0,0,0,
SEG-0245,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0246,hurtos y robos,hurtos,,neutro,0,,0,0,0,
SEG-0247,iluminación y espacio público,iluminación,,positivo,0,,0,0,0,
SEG-0248,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0249,hurtos y robos,hurtos,,neutro,0,,1,0,0,
SEG-0250,presencia policial y municipal,rechazo a vigilancia punitiva,,negativo,0,,0,1,0,
SEG-0251,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0252,microtráfico y narco,microtráfico,,neutro,0,,1,0,0,
SEG-0253,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,0,0,0,
SEG-0254,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,neutro,0,,0,0,0,
SEG-0255,incivilidades,incivilidades,,negativo,0,,0,0,0,
SEG-0256,iluminación y espacio público,iluminación,,positivo,0,,0,0,0,
SEG-0257,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0258,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,negativo,0,,0,0,0,
SEG-0259,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,negativo,0,,0,0,0,
SEG-0260,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0261,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0262,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,0,0,0,
SEG-0263,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0264,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0265,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0266,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,0,0,0,
SEG-0267,hurtos y robos,hurtos,,neutro,0,,0,0,0,
SEG-0268,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,positivo,0,,0,0,0,
SEG-0269,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0270,hurtos y robos,hurtos,,neutro,0,,0,0,0,
SEG-0271,presencia policial y municipal,rechazo a vigilancia punitiva,,negativo,0,,0,1,0,
SEG-0272,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,negativo,0,,0,0,0,
SEG-0273,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0274,incivilidades,incivilidades,,negativo,0,,0,0,0,
SEG-0275,presencia policial y municipal,rechazo a vigilancia punitiva,,negativo,0,,0,1,0,
SEG-0276,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0277,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0278,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,positivo,0,,0,0,0,
SEG-0279,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0280,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,1,0,0,
SEG-0281,iluminación y espacio público,iluminación,feria de los sábados,negativo,0,,0,0,0,
SEG-0282,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0283,iluminación y espacio público,iluminación,,positivo,0,,0,0,0,
SEG-0284,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0285,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0286,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,0,0,0,
SEG-0287,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,negativo,0,,0,0,0,
SEG-0288,incivilidades,incivilidades,,negativo,0,,0,0,0,
SEG-0289,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,neutro,0,,0,0,0,
SEG-0290,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0291,presencia policial y municipal,rechazo a vigilancia punitiva,,negativo,0,,0,1,0,
SEG-0292,incivilidades,incivilidades,,negativo,0,,0,0,0,
SEG-0293,presencia policial y municipal,presencia policial,,neutro,0,,1,0,0,
SEG-0294,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0295,microtráfico y narco,microtráfico,,neutro,0,,1,0,0,
SEG-0296,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0297,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0298,presencia policial y municipal,rechazo a vigilancia punitiva,,negativo,0,,0,1,0,
SEG-0299,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0300,presencia policial y municipal,presencia policial,,mixto,0,,0,0,0,
SEG-0301,presencia policial y municipal,presencia policial,,mixto,0,,0,0,0,
SEG-0302,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,1,0,0,
SEG-0303,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,negativo,0,,0,0,0,
SEG-0304,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0305,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0306,iluminación y espacio público,iluminación,,positivo,0,,0,0,0,
SEG-0307,presencia policial y municipal,presencia policial,,mixto,0,,0,0,0,
SEG-0308,otra,respuesta vacía o insuficiente,,neutro,0,,0,0,0,
SEG-0309,microtráfico y narco,microtráfico,paradero 14,negativo,0,,0,0,0,
SEG-0310,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,negativo,0,,0,0,0,
SEG-0311,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,neutro,0,,0,0,0,
SEG-0312,presencia policial y municipal,presencia policial,,mixto,0,,0,0,0,
SEG-0313,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0314,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,1,0,0,
SEG-0315,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,negativo,0,,0,0,1,171
SEG-0316,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,negativo,0,,0,0,0,
SEG-0317,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0318,hurtos y robos,hurtos,,negativo,0,,0,0,0,
SEG-0319,hurtos y robos,hurtos,,negativo,0,,0,0,0,
SEG-0320,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0321,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0322,hurtos y robos,hurtos,plaza Los Copihues,neutro,0,,0,0,0,
SEG-0323,microtráfico y narco,microtráfico,villa El Sol,negativo,0,,0,0,0,
